paciente,resposta,nota1,nota2,nota3,nota4,nota5,nota6,nota7,nota8,nota9,nota10,nota11,nota_total
40,a,4,5,4,5,5,5,1,1,1,5,4,40
40,b,4,5,4,4,4,5,1,0,1,5,4,37
41,a,4,5,4,4,4,5,1,0,1,5,4,37
41,b,4,5,4,4,5,5,1,0,1,5,4,38
41,c,4,5,4,4,4,5,1,0,1,5,4,37
42,a,4,5,4,5,5,5,1,1,1,5,4,40
42,b,4,5,4,4,4,4,1,0,1,5,4,36
43,a,4,5,4,4,5,5,1,1,1,5,4,39
43,b,4,4,4,4,4,4,1,1,1,4,4,35
43,c,4,5,4,4,5,5,1,0,1,5,4,38
44,a,4,5,4,4,5,5,1,0,1,5,4,38
44,b,4,4,4,3,4,4,1,1,1,4,4,34
44,c,4,5,4,4,4,5,1,1,1,5,4,38
45,a,4,5,4,4,5,5,1,1,1,5,4,39
46,a,4,5,4,4,5,5,1,1,1,5,4,39
46,c,4,5,4,4,4,5,1,1,1,5,4,38
47,a,4,5,4,4,5,5,1,0,1,5,4,38
48,a,4,5,4,4,4,4,1,1,1,5,4,37
48,b,4,5,4,4,4,5,1,0,1,5,4,37
48,c,4,5,4,4,4,5,1,1,1,5,4,38
49,a,5,5,4,4,5,5,1,0,1,5,5,40
49,b,4,5,4,4,5,5,1,0,1,5,4,38
49,c,5,5,4,4,5,5,1,0,1,5,4,39
50,a,4,5,4,4,5,5,1,1,1,5,4,39
50,b,3,5,4,5,3,5,1,1,1,5,4,37
50,c,4,5,4,4,4,5,1,0,1,5,4,37
51,a,4,5,4,5,5,5,1,0,1,5,5,40
51,b,4,5,4,4,4,5,1,1,1,5,4,38
51,c,4,5,4,4,4,5,1,1,1,5,4,38
52,a,4,5,4,4,4,5,1,1,1,5,4,38
52,b,4,4,4,4,4,4,1,1,1,5,4,36
52,c,4,5,4,4,5,5,1,1,1,5,4,39
53,a,4,5,4,4,5,5,1,0,1,5,4,38
53,b,4,5,4,4,5,5,1,1,1,5,4,39
53,c,4,5,4,4,5,5,1,0,1,5,4,38
54,a,4,5,4,4,4,5,1,0,1,5,4,37
54,b,4,5,4,4,4,5,1,1,1,5,4,38
54,c,4,5,4,4,5,5,1,1,1,5,4,39
55,a,4,5,4,4,5,5,1,1,1,5,4,39
55,c,4,5,4,4,4,5,1,1,1,5,4,38
56,a,4,5,4,5,5,5,1,0,1,5,4,39
56,b,4,5,4,4,4,5,1,0,1,5,5,38
56,c,4,5,4,4,5,5,1,0,1,5,5,39
57,a,4,5,4,4,5,5,1,1,1,5,4,39
57,b,4,5,4,4,5,5,1,0,1,5,4,38
57,c,4,5,4,4,4,5,1,1,1,5,5,39
58,a,4,5,4,4,5,5,1,0,1,5,4,38
58,b,4,5,4,4,4,4,1,0,1,5,4,36
58,c,4,5,4,4,5,5,1,0,1,5,4,38
59,a,4,5,4,4,5,5,1,0,1,5,4,38
59,b,4,5,4,4,5,5,1,0,1,5,4,38
59,c,4,5,4,4,4,5,1,0,1,5,4,37
60,a,4,5,4,4,5,5,1,1,1,5,4,39
60,b,4,5,4,4,4,5,1,1,1,5,4,38
60,c,4,5,4,4,5,5,1,0,1,5,4,38
61,a,4,5,4,4,5,5,1,0,1,5,5,39
61,c,4,5,4,4,4,5,1,0,1,5,4,37
62,a,5,5,4,4,5,5,1,0,1,5,4,39
62,c,2,4,3,4,2,4,1,1,1,5,3,30
63,a,4,5,4,4,5,5,1,0,1,5,4,38
64,a,4,5,4,4,4,4,1,1,1,5,4,37
64,c,3,5,4,4,4,5,1,1,1,5,4,37
65,a,4,5,4,4,5,5,1,0,1,5,5,39
65,c,4,5,4,4,4,4,1,1,1,5,4,37
66,a,4,5,4,4,5,5,1,0,1,5,4,38
66,b,4,5,4,4,4,5,1,0,1,5,4,37
66,c,4,5,4,4,5,5,1,0,1,5,4,38
67,a,4,5,4,4,5,5,1,1,1,5,4,39
67,b,4,5,4,4,4,5,1,1,1,5,4,38
67,c,4,5,4,4,4,5,1,1,1,5,4,38
68,a,4,5,4,5,5,5,1,0,1,5,5,40
68,b,4,5,4,4,4,5,1,0,1,5,4,37
69,a,4,5,4,4,5,5,1,0,1,5,4,38
69,b,4,5,4,4,5,5,1,1,1,5,4,39
70,a,4,5,4,4,5,5,1,1,1,5,4,39
70,b,5,5,4,5,5,5,1,0,1,5,4,40
70,c,4,5,4,4,5,5,1,0,1,5,4,38
71,a,4,5,4,4,5,5,1,1,1,5,4,39
71,b,5,5,4,4,5,5,1,0,1,5,4,39
72,a,4,5,4,4,5,5,1,0,1,5,4,38
72,b,4,4,4,4,5,5,1,0,1,5,4,37
72,c,4,5,4,4,4,4,1,1,1,5,4,37
73,a,5,5,4,4,5,5,1,0,1,5,5,40
73,b,4,4,4,4,4,5,1,1,1,5,4,37
73,c,5,5,4,4,5,5,1,0,1,5,4,39
74,a,5,5,4,4,5,5,1,0,1,5,4,39
74,b,5,5,4,4,4,4,1,0,1,5,4,37
75,a,4,5,4,4,5,5,1,1,1,5,4,39
75,c,4,5,4,4,4,5,1,1,1,5,4,38
76,a,4,5,4,5,5,5,1,0,1,5,4,39
76,b,5,4,4,4,4,4,1,1,1,5,4,37
77,a,4,5,4,5,5,5,1,1,1,5,4,40
77,b,4,5,4,4,4,5,1,1,1,5,4,38
77,c,4,5,4,4,5,5,1,0,1,5,4,38
78,a,4,5,4,4,5,5,1,0,1,5,4,38
78,b,4,4,4,4,4,4,1,0,1,4,4,34
78,c,4,5,4,4,5,5,1,1,1,5,4,39
79,a,4,5,4,4,5,5,1,0,1,5,4,38
79,b,5,5,4,4,5,5,1,0,1,5,5,40
80,a,4,5,4,4,4,5,1,1,1,5,4,38
80,b,4,5,4,4,4,5,1,0,1,5,4,37
81,a,4,5,4,4,5,5,1,1,1,5,4,39
81,b,4,5,4,4,4,5,1,0,1,5,4,37
82,a,4,5,4,4,5,5,1,0,1,5,4,38
82,c,4,5,4,4,4,5,1,1,1,5,4,38
83,a,4,5,4,4,5,5,1,0,1,5,5,39
83,b,5,5,4,4,4,5,1,0,1,5,4,38
84,a,4,5,4,4,5,5,1,1,1,5,4,39
84,b,4,5,4,4,4,4,1,0,1,5,4,36
85,a,4,5,4,4,5,5,1,1,1,5,4,39
85,b,4,5,4,4,5,5,1,1,1,5,4,39
86,a,4,5,4,4,4,5,1,1,1,5,4,38
86,c,4,5,4,4,4,5,1,1,1,5,4,38
87,a,4,5,4,4,5,5,1,0,1,5,4,38
87,c,4,5,4,4,4,5,1,1,1,5,4,38
88,a,4,5,4,4,5,5,1,1,1,5,4,39
88,b,4,5,4,4,5,4,1,1,1,5,4,38
88,c,4,5,4,4,5,5,1,1,1,5,4,39
89,a,4,5,4,5,5,5,1,0,1,5,5,40
89,c,4,5,4,4,4,5,1,1,1,5,4,38
90,a,5,5,4,4,5,5,1,1,1,5,4,40
90,c,4,5,4,4,4,5,1,1,1,5,4,38
91,a,4,5,4,4,5,5,1,1,1,5,4,39
91,b,5,5,4,4,4,5,1,0,1,5,5,39
91,c,4,5,4,4,4,5,1,1,1,5,4,38
92,a,4,5,4,4,5,5,1,0,1,5,4,38
92,b,5,5,4,4,4,5,1,0,1,5,4,38
93,a,5,5,4,5,5,5,1,0,1,5,5,41
93,b,4,5,4,4,4,5,1,0,1,5,4,37
93,c,4,5,4,4,4,5,1,0,1,5,4,37
94,a,4,5,4,4,5,4,1,1,1,5,4,38
94,b,5,5,4,4,4,5,1,0,1,5,4,38
94,c,4,5,4,4,4,5,1,1,1,5,4,38
95,a,4,5,4,4,5,5,1,1,1,5,4,39
95,c,4,5,4,4,4,4,1,1,1,4,4,36
96,a,4,5,4,4,5,5,1,1,1,5,4,39
96,b,4,5,4,4,5,5,1,0,1,5,4,38
96,c,4,5,4,4,4,5,1,1,1,5,4,38
97,a,5,5,4,5,5,5,1,0,1,5,5,41
97,c,4,5,4,4,4,5,1,1,1,5,4,38
98,a,4,5,4,4,5,5,1,1,1,5,4,39
98,b,4,5,4,4,5,5,1,1,1,5,4,39
99,a,4,5,4,4,5,5,1,1,1,5,4,39
99,b,4,5,4,4,5,5,1,0,1,5,4,38
99,c,4,5,4,4,4,5,1,1,1,5,4,38
100,a,4,5,4,4,5,5,1,1,1,5,4,39
100,b,4,5,4,4,4,5,1,1,1,5,4,38
100,c,5,5,4,4,5,5,1,1,1,5,4,40
101,a,5,5,4,4,5,5,1,0,1,5,5,40
101,c,4,5,4,4,4,5,1,1,1,5,4,38
102,a,4,5,4,4,5,5,1,1,1,5,5,40
102,b,4,5,4,4,5,5,1,1,1,5,4,39
103,a,4,5,4,4,5,5,1,0,1,5,4,38
103,b,5,5,4,4,4,4,1,0,1,5,4,37
103,c,4,5,4,4,4,5,1,1,1,5,4,38
104,a,4,5,4,4,5,5,1,0,1,5,4,38
105,a,4,5,4,4,5,5,1,0,1,5,4,38
105,b,5,5,4,4,4,4,1,0,1,5,4,37
106,a,4,5,4,5,5,5,1,1,1,5,4,40
106,b,5,5,4,4,4,5,1,0,1,4,4,37
107,a,4,5,4,4,5,5,1,1,1,5,4,39
107,b,4,5,4,4,4,4,1,1,1,5,4,37
108,a,4,5,4,4,5,5,1,0,1,5,4,38
108,b,4,5,4,4,5,5,1,1,1,5,4,39
108,c,4,5,4,4,4,5,1,1,1,5,4,38
109,a,4,5,4,4,5,5,1,0,1,5,4,38
109,b,4,5,4,4,4,5,1,0,1,5,5,38
110,a,4,5,4,4,5,5,1,0,1,5,4,38
110,b,3,5,4,4,4,5,1,1,1,5,4,37
110,c,4,5,4,4,4,5,1,1,1,5,4,38
111,a,4,5,4,5,5,5,1,1,1,5,4,40
112,a,4,5,4,5,5,5,1,0,1,5,4,39
113,a,4,5,4,5,5,5,1,0,1,5,4,39
113,b,5,5,4,4,4,5,1,0,1,5,4,38
113,c,4,5,4,4,4,5,1,1,1,5,4,38
114,a,4,5,4,4,5,5,1,1,1,5,4,39
114,b,5,5,4,4,4,5,1,0,1,5,4,38
114,c,4,5,4,4,5,5,1,1,1,5,4,39
115,a,4,5,4,4,5,5,1,1,1,5,4,39
115,b,5,5,4,4,4,5,1,1,1,5,4,39
116,a,4,5,4,4,5,5,1,1,1,5,4,39
116,b,4,5,4,4,5,5,1,1,1,5,4,39
117,a,4,5,4,4,5,5,1,1,1,5,4,39
117,b,5,5,4,4,4,5,1,0,1,5,4,38
117,c,4,5,4,4,5,5,1,1,1,5,4,39
118,a,5,5,4,4,5,5,1,0,1,5,4,39
118,c,4,5,4,4,5,5,1,0,1,5,4,38
119,a,4,5,4,5,5,5,1,0,1,5,4,39
119,b,4,5,4,4,4,5,1,1,1,5,4,38
119,c,4,5,4,4,4,5,1,1,1,5,4,38
120,a,4,5,4,4,5,5,1,0,1,5,4,38
120,b,4,5,4,4,4,4,1,1,1,5,4,37
121,a,4,5,4,4,4,5,1,1,1,5,4,38
121,c,4,5,4,4,4,5,1,1,1,5,4,38
122,a,4,5,4,4,5,5,1,0,1,5,4,38
122,b,4,5,4,4,4,4,1,1,1,5,4,37
123,a,4,5,4,4,5,5,1,0,1,5,4,38
123,b,4,5,4,4,5,5,1,0,1,5,4,38
124,a,4,5,4,4,5,5,1,1,1,5,5,40
124,b,4,5,4,4,4,4,1,0,1,4,4,35
124,c,4,5,4,4,4,5,1,0,1,5,4,37
125,a,4,5,4,5,5,5,1,0,1,5,4,39
125,b,4,5,4,4,4,4,1,0,1,5,4,36
126,a,4,5,4,4,5,5,1,0,1,5,4,38
126,b,4,4,4,4,4,4,1,1,1,5,4,36
127,a,4,5,4,4,5,5,1,0,1,5,4,38
127,b,5,5,4,4,4,4,1,0,1,5,4,37
128,a,4,5,4,4,5,5,1,0,1,5,4,38
128,b,4,5,4,4,4,5,1,0,1,5,4,37
128,c,4,5,4,4,4,4,1,1,1,5,4,37
129,a,4,5,4,4,5,5,1,0,1,5,4,38
129,c,4,5,4,4,4,5,1,0,1,5,4,37
130,a,4,5,4,4,5,5,1,1,1,5,4,39
130,c,4,5,4,4,4,5,1,1,1,5,4,38
131,a,4,5,4,4,5,5,1,0,1,5,4,38
131,b,4,5,4,4,4,5,1,1,1,5,4,38
132,a,4,5,4,4,5,4,1,1,1,5,4,38
132,b,4,5,4,4,4,5,1,0,1,5,4,37
132,c,4,5,4,4,4,5,1,1,1,5,4,38
133,a,4,5,4,4,5,5,1,1,1,5,4,39
133,b,5,5,4,4,4,4,1,0,1,4,4,36
134,a,4,5,4,4,5,5,1,1,1,5,4,39
134,b,5,5,4,4,5,5,1,0,1,5,4,39
135,a,4,5,4,4,5,5,1,0,1,5,4,38
135,b,4,5,4,4,4,5,1,1,1,5,4,38
136,a,4,5,4,4,4,5,1,1,1,5,4,38
136,c,4,5,4,4,5,5,1,1,1,5,5,40
137,a,4,5,4,5,5,5,1,0,1,5,4,39
137,b,5,5,4,4,4,5,1,0,1,5,4,38
137,c,4,5,4,4,4,5,1,1,1,5,4,38
138,a,4,5,4,4,5,5,1,1,1,5,4,39
138,b,4,5,4,4,4,4,1,1,1,4,4,36
138,c,4,5,4,4,4,5,1,1,1,5,4,38
139,a,4,5,4,4,5,5,1,1,1,5,4,39
140,a,4,5,4,4,4,5,1,1,1,5,4,38
140,b,4,5,4,4,5,5,1,0,1,5,4,38
140,c,4,5,4,4,5,5,1,0,1,5,5,39
141,a,5,5,4,4,5,5,1,0,1,5,4,39
141,b,5,5,4,4,5,5,1,0,1,5,4,39
141,c,5,5,4,4,5,5,1,1,1,5,5,41
142,a,4,5,4,4,5,5,1,0,1,5,4,38
142,b,4,5,4,4,4,4,1,0,1,4,4,35
143,a,4,5,4,4,5,5,1,0,1,5,4,38
143,b,4,5,4,4,5,5,1,0,1,5,5,39
143,c,4,5,4,4,4,5,1,0,1,5,5,38
144,a,4,5,4,4,5,4,1,1,1,5,4,38
144,b,4,5,4,4,4,5,1,0,1,5,4,37
144,c,4,5,4,4,5,5,1,1,1,5,4,39
145,a,4,5,4,4,5,5,1,0,1,5,4,38
145,c,4,5,4,4,4,5,1,0,1,5,4,37
146,a,4,5,4,4,4,5,1,1,1,5,4,38
146,b,5,5,4,4,4,5,1,1,1,5,4,39
146,c,4,5,4,4,5,5,1,0,1,5,4,38
147,a,4,5,4,4,5,5,1,0,1,5,5,39
147,c,4,5,4,5,4,5,1,0,1,5,4,38
148,a,4,5,4,4,5,5,1,0,1,5,4,38
148,b,4,5,4,4,5,5,1,0,1,5,4,38
148,c,4,5,4,4,4,5,1,1,1,5,4,38
149,a,4,5,4,5,5,5,1,0,1,5,4,39
149,c,4,5,4,4,4,5,1,1,1,5,4,38
150,a,4,5,4,4,4,5,1,1,1,5,4,38
150,b,4,5,4,4,4,5,1,1,1,5,4,38
150,c,4,5,4,4,5,5,1,1,1,5,4,39
151,a,4,5,4,4,5,5,1,1,1,5,4,39
151,b,5,5,4,4,5,5,1,0,1,5,5,40
151,c,4,5,4,4,5,5,1,0,1,5,4,38
152,a,5,5,4,5,5,5,1,0,1,5,5,41
152,c,4,5,4,4,4,5,1,1,1,5,4,38
153,a,4,5,4,4,5,5,1,0,1,5,4,38
153,b,4,5,4,4,4,5,1,0,1,5,4,37
153,c,4,5,4,4,4,5,1,1,1,5,4,38
154,a,5,5,4,4,5,5,1,0,1,5,5,40
154,b,5,5,4,4,4,4,1,0,1,5,4,37
155,a,4,5,4,4,5,5,1,0,1,5,5,39
155,b,4,5,4,4,4,5,1,1,1,5,4,38
156,a,4,5,4,4,4,5,1,1,1,5,4,38
156,b,4,5,4,4,4,5,1,0,1,5,4,37
157,a,4,5,4,4,5,5,1,1,1,5,4,39
157,b,4,5,4,4,5,5,1,0,1,5,4,38
157,c,4,5,4,4,4,5,1,1,1,5,4,38
158,a,4,5,4,4,5,5,1,1,1,5,4,39
158,b,5,5,4,4,5,5,1,0,1,5,5,40
159,a,4,5,4,4,5,5,1,0,1,5,4,38
159,c,4,5,4,4,5,5,1,1,1,5,4,39
160,a,4,5,4,4,5,5,1,1,1,5,4,39
160,c,4,5,4,4,5,5,1,1,1,5,4,39
161,a,4,5,4,4,5,5,1,1,1,5,4,39
161,c,4,5,4,4,5,5,1,1,1,5,4,39
162,a,4,5,4,4,5,5,1,1,1,5,4,39
162,b,4,5,4,4,4,5,1,0,1,5,4,37
162,c,4,5,4,4,5,5,1,1,1,5,4,39
163,a,4,5,4,4,5,5,1,1,1,5,4,39
163,b,4,4,4,4,4,4,1,1,1,4,4,35
163,c,4,5,4,4,4,5,1,1,1,5,4,38
164,a,4,5,4,4,5,5,1,0,1,5,4,38
165,a,4,5,4,4,4,5,1,1,1,5,4,38
165,b,4,5,4,4,4,5,1,0,1,5,4,37
166,a,4,5,4,4,5,5,1,0,1,5,4,38
167,a,4,5,4,4,5,5,1,1,1,5,4,39
167,b,4,5,4,4,4,4,1,0,1,5,4,36
167,c,4,5,4,4,4,5,1,1,1,5,4,38
168,a,4,5,4,4,5,5,1,0,1,5,4,38
168,b,4,5,4,4,4,5,1,0,1,5,4,37
168,c,4,5,4,4,4,5,1,1,1,5,4,38
169,a,4,5,4,5,5,5,1,0,1,5,5,40
169,c,4,5,4,4,4,5,1,0,1,5,4,37
170,a,4,5,4,5,5,5,1,1,1,5,4,40
170,b,4,5,4,4,4,4,1,1,1,5,4,37
170,c,4,5,4,4,4,5,1,1,1,5,4,38
171,a,5,5,4,4,5,5,1,0,1,5,4,39
171,b,5,5,4,4,4,4,1,0,1,5,4,37
171,c,4,5,4,4,4,5,1,1,1,5,4,38
172,a,5,5,4,4,5,5,1,0,1,5,4,39
172,b,5,5,4,4,4,5,1,1,1,5,4,39
172,c,4,5,4,4,5,5,1,1,1,5,4,39
173,a,5,5,4,5,5,5,1,0,1,5,5,41
174,a,4,5,4,4,5,5,1,1,1,5,4,39
174,b,5,5,4,4,5,5,1,0,1,5,4,39
175,a,4,5,4,4,4,5,1,1,1,5,4,38
176,a,4,5,4,4,5,5,1,1,1,5,4,39
176,b,4,5,4,4,4,4,1,0,1,5,4,36
176,c,4,5,4,4,5,5,1,1,1,5,4,39
177,a,4,5,4,4,5,5,1,0,1,5,4,38
177,b,4,5,4,4,4,5,1,1,1,5,4,38
178,a,4,5,4,4,5,5,1,0,1,5,4,38
178,b,5,5,4,4,4,4,1,0,1,5,4,37
178,c,4,5,4,4,5,5,1,1,1,5,4,39
179,a,4,5,4,4,5,5,1,1,1,5,4,39
179,b,5,5,4,4,4,4,1,1,1,5,4,38
179,c,4,5,4,4,4,5,1,0,1,5,4,37
180,a,4,5,4,4,5,5,1,1,1,5,4,39
180,b,4,5,4,4,5,5,1,0,1,5,4,38
181,a,4,5,4,4,4,5,1,1,1,5,4,38
181,b,4,5,4,4,4,5,1,0,1,5,4,37
181,c,4,5,4,4,5,5,1,1,1,5,4,39
182,a,4,5,4,5,5,5,1,0,1,5,5,40
182,b,4,5,4,4,4,5,1,0,1,5,4,37
183,a,4,5,4,4,5,5,1,0,1,5,5,39
183,c,4,5,4,4,4,5,1,1,1,5,4,38
184,a,4,5,4,4,5,5,1,0,1,5,4,38
185,a,4,5,4,4,5,5,1,0,1,5,4,38
185,b,4,5,4,4,4,4,1,1,1,5,4,37
186,a,4,5,4,4,5,5,1,1,1,5,4,39
186,b,4,5,4,4,4,5,1,0,1,5,4,37
187,a,4,5,4,5,5,5,1,0,1,5,4,39
187,b,5,5,4,4,4,4,1,0,1,4,4,36
188,a,4,5,4,5,5,5,1,0,1,5,4,39
188,b,4,5,4,4,4,5,1,0,1,5,4,37
189,a,5,5,4,4,5,5,1,0,1,5,4,39
189,c,5,5,4,4,5,5,1,0,1,5,4,39
190,a,4,5,4,4,5,5,1,1,1,5,4,39
190,b,4,5,4,4,4,5,1,0,1,5,4,37
191,a,4,5,4,4,5,5,1,0,1,5,4,38
191,b,4,4,4,4,4,5,1,1,1,5,4,37
192,a,4,5,4,4,5,5,1,1,1,5,4,39
192,b,4,5,4,4,5,5,1,1,1,5,4,39
193,a,4,5,4,4,5,5,1,1,1,5,4,39
193,b,5,5,4,4,4,5,1,1,1,5,4,39
194,a,4,5,4,4,5,5,1,1,1,5,4,39
194,c,4,5,4,4,4,5,1,0,1,5,4,37
195,a,4,5,4,4,5,5,1,0,1,5,4,38
195,b,4,5,4,4,4,5,1,1,1,5,4,38
196,a,4,5,4,4,5,5,1,1,1,5,4,39
197,a,4,5,4,4,5,5,1,1,1,5,4,39
197,b,5,5,4,4,5,5,1,0,1,5,4,39
198,a,4,5,4,5,5,5,1,1,1,5,4,40
198,b,5,5,4,4,4,5,1,0,1,5,4,38
198,c,4,5,4,4,4,5,1,0,1,5,4,37
199,a,4,5,4,4,5,5,1,1,1,5,4,39
199,b,4,5,4,4,5,5,1,1,1,5,4,39
200,a,4,5,4,4,5,5,1,0,1,5,4,38
200,b,3,5,4,4,4,5,1,1,1,5,4,37
200,c,4,5,4,4,4,5,1,0,1,5,4,37
201,a,4,5,4,5,5,5,1,0,1,5,4,39
201,c,4,5,4,4,4,5,1,1,1,5,4,38
202,a,4,5,4,4,5,5,1,1,1,5,4,39
202,b,5,5,4,4,4,4,1,0,1,4,4,36
203,a,4,5,4,5,5,5,1,0,1,5,5,40
204,a,4,5,4,4,5,5,1,0,1,5,4,38
204,b,5,5,4,4,5,5,1,0,1,5,4,39
205,a,4,5,4,4,5,5,1,0,1,5,4,38
205,c,3,4,4,4,4,5,1,1,1,5,4,36
206,a,4,5,4,4,5,5,1,1,1,5,4,39
206,b,4,4,4,4,5,5,1,0,1,5,4,37
206,c,4,5,4,4,4,5,1,1,1,5,4,38
207,a,4,5,4,4,5,5,1,0,1,5,4,38
207,b,4,5,4,4,5,5,1,1,1,5,4,39
207,c,4,5,4,4,4,4,1,1,1,5,4,37
208,a,4,5,4,4,5,5,1,0,1,5,4,38
208,b,2,5,4,4,4,5,1,1,1,5,4,36
208,c,4,5,4,4,4,5,1,1,1,5,4,38
209,a,4,5,4,4,4,4,1,0,1,5,4,36
209,b,4,5,4,4,4,5,1,1,1,5,4,38
