paciente,resposta,nota,coerente
41,a,0.7740049362182617,True
41,b,0.8260875940322876,True
41,c,0.6449858546257019,True
42,a,0.8088773488998413,True
42,b,0.7990542650222778,True
42,c,0.5827347040176392,False
43,a,0.8292407393455505,True
43,b,0.8195147514343262,True
43,c,0.6253682971000671,True
44,a,0.8123131990432739,True
44,b,0.8255609273910522,True
44,c,0.8272156119346619,True
45,a,0.852760910987854,True
45,b,0.5229418277740479,False
45,c,0.5930450558662415,False
46,a,0.8197312355041504,True
46,b,0.5408506393432617,False
46,c,0.7849031686782837,True
47,a,0.8062235713005066,True
47,b,0.4670597016811371,False
47,c,0.5601319074630737,False
48,a,0.8104483485221863,True
48,b,0.8092264533042908,True
48,c,0.6194244027137756,True
49,a,0.7695630192756653,True
49,b,0.7482575178146362,True
49,c,0.803239643573761,True
50,a,0.8302128314971924,True
50,b,0.6094329953193665,True
50,c,0.6595627665519714,True
51,a,0.7839914560317993,True
51,b,0.8016803860664368,True
51,c,0.6820116639137268,True
52,a,0.7760023474693298,True
52,b,0.7983025908470154,True
52,c,0.7267904281616211,True
53,a,0.8239917755126953,True
53,b,0.8313225507736206,True
53,c,0.7570716738700867,True
54,a,0.8020510673522949,True
54,b,0.6930687427520752,True
54,c,0.813625693321228,True
55,a,0.8353879451751709,True
55,b,0.4530072808265686,False
55,c,0.6458718180656433,True
56,a,0.854988694190979,True
56,b,0.8137741684913635,True
56,c,0.7916155457496643,True
57,a,0.8305543661117554,True
57,b,0.8054705262184143,True
57,c,0.7390751838684082,True
58,a,0.8120309114456177,True
58,b,0.8302766680717468,True
58,c,0.7980297803878784,True
59,a,0.829208493232727,True
59,b,0.8049240112304688,True
59,c,0.7238752245903015,True
60,a,0.8414555191993713,True
60,b,0.8212088942527771,True
60,c,0.7138547301292419,True
61,a,0.7751437425613403,True
61,b,0.4599913954734802,False
61,c,0.6181851625442505,True
62,a,0.7284180521965027,True
62,b,0.4203985929489136,False
62,c,0.632706880569458,True
63,a,0.8020641803741455,True
63,b,0.5572574734687805,False
63,c,0.585127055644989,False
64,a,0.8303182721138,True
64,b,0.4317592680454254,False
64,c,0.641814112663269,True
65,a,0.8369975686073303,True
65,b,0.41302546858787537,False
65,c,0.613086998462677,True
66,a,0.7935727834701538,True
66,b,0.7920310497283936,True
66,c,0.6470378637313843,True
67,a,0.8246055841445923,True
67,b,0.8248950839042664,True
67,c,0.7805191278457642,True
68,a,0.8299872279167175,True
68,b,0.8166742920875549,True
68,c,0.5909555554389954,False
69,a,0.7980502247810364,True
69,b,0.804349422454834,True
69,c,0.5498821139335632,False
70,a,0.7917802333831787,True
70,b,0.6796570420265198,True
70,c,0.8084969520568848,True
71,a,0.7938658595085144,True
71,b,0.8321341276168823,True
71,c,0.5879755616188049,False
72,a,0.8007124662399292,True
72,b,0.7979017496109009,True
72,c,0.6022971272468567,True
73,a,0.793652355670929,True
73,b,0.8115006685256958,True
73,c,0.7328230142593384,True
74,a,0.8118191361427307,True
74,b,0.8179133534431458,True
74,c,0.5787007808685303,False
75,a,0.8362982273101807,True
75,b,0.4222305715084076,False
75,c,0.6103941202163696,True
76,a,0.8510839343070984,True
76,b,0.8575851917266846,True
76,c,0.5037152171134949,False
77,a,0.8477154970169067,True
77,b,0.8417661786079407,True
77,c,0.7878571152687073,True
78,a,0.8314995765686035,True
78,b,0.8344832062721252,True
78,c,0.6587525010108948,True
79,a,0.8526678681373596,True
79,b,0.8041580319404602,True
79,c,0.575839638710022,False
80,a,0.8244352340698242,True
80,b,0.7843220829963684,True
80,c,0.5819941759109497,False
81,a,0.7942436933517456,True
81,b,0.8074263334274292,True
81,c,0.5807672142982483,False
82,a,0.8280940055847168,True
82,b,0.4227297306060791,False
82,c,0.6268572807312012,True
83,a,0.8497653603553772,True
83,b,0.8191221952438354,True
83,c,0.5683655142784119,False
84,a,0.8469028472900391,True
84,b,0.8250928521156311,True
84,c,0.5662698149681091,False
85,a,0.826309323310852,True
85,b,0.8258946537971497,True
85,c,0.5915333032608032,False
86,a,0.7899153828620911,True
86,b,0.4310181140899658,False
86,c,0.6242411136627197,True
87,a,0.8381620049476624,True
87,b,0.4278970956802368,False
87,c,0.6566323637962341,True
88,a,0.8007242679595947,True
88,b,0.702910304069519,True
88,c,0.7987272143363953,True
89,a,0.8202716112136841,True
89,b,0.43687063455581665,False
89,c,0.6482300162315369,True
90,a,0.7618335485458374,True
90,b,0.42933642864227295,False
90,c,0.7616527676582336,True
91,a,0.840145468711853,True
91,b,0.7037094831466675,True
91,c,0.6289829611778259,True
92,a,0.8018805980682373,True
92,b,0.8049768209457397,True
92,c,0.5894679427146912,False
93,a,0.8285248875617981,True
93,b,0.8271834850311279,True
93,c,0.705207109451294,True
94,a,0.8206100463867188,True
94,b,0.8227534294128418,True
94,c,0.6853207349777222,True
95,a,0.7483816146850586,True
95,b,0.42065703868865967,False
95,c,0.807883620262146,True
96,a,0.81557697057724,True
96,b,0.8406806588172913,True
96,c,0.6282273530960083,True
97,a,0.8280438184738159,True
97,b,0.4290929436683655,False
97,c,0.6433122158050537,True
98,a,0.8145712614059448,True
98,b,0.8332003951072693,True
98,c,0.5643080472946167,False
99,a,0.7769602537155151,True
99,b,0.8162142038345337,True
99,c,0.7632472515106201,True
100,a,0.736120879650116,True
100,b,0.6795296669006348,True
100,c,0.7700769901275635,True
101,a,0.7825319766998291,True
101,b,0.38255760073661804,False
101,c,0.7596935629844666,True
102,a,0.8104967474937439,True
102,b,0.8145787119865417,True
102,c,0.534355103969574,False
103,a,0.8302247524261475,True
103,b,0.806877076625824,True
103,c,0.6513099670410156,True
104,a,0.8237389922142029,True
104,b,0.5311505198478699,False
104,c,0.4858154356479645,False
105,a,0.8251168727874756,True
105,b,0.801375687122345,True
105,c,0.5894655585289001,False
106,a,0.843738317489624,True
106,b,0.8248879313468933,True
106,c,0.5968058109283447,False
107,a,0.7893550992012024,True
107,b,0.7965477108955383,True
107,c,0.5631926655769348,False
108,a,0.814625084400177,True
108,b,0.8279522061347961,True
108,c,0.6153222918510437,True
109,a,0.8509778380393982,True
109,b,0.8203936815261841,True
109,c,0.5337182283401489,False
110,a,0.8002433776855469,True
110,b,0.6841200590133667,True
110,c,0.8306747674942017,True
111,a,0.8091168999671936,True
111,b,0.4284244775772095,False
111,c,0.5635285377502441,False
112,a,0.8115501999855042,True
112,b,0.4679551124572754,False
112,c,0.5723007321357727,False
113,a,0.8379780650138855,True
113,b,0.8278548717498779,True
113,c,0.6349140405654907,True
114,a,0.8341588377952576,True
114,b,0.8458734750747681,True
114,c,0.6548763513565063,True
115,a,0.8371267914772034,True
115,b,0.8361804485321045,True
115,c,0.5993046164512634,False
116,a,0.7756989598274231,True
116,b,0.82545006275177,True
116,c,0.5330294966697693,False
117,a,0.8453767895698547,True
117,b,0.8122585415840149,True
117,c,0.6499201059341431,True
118,a,0.7326367497444153,True
118,b,0.47638610005378723,False
118,c,0.7266972661018372,True
119,a,0.7668946385383606,True
119,b,0.7209966778755188,True
119,c,0.7690374851226807,True
120,a,0.8583791255950928,True
120,b,0.8364598751068115,True
120,c,0.5852181315422058,False
121,a,0.8027750849723816,True
121,b,0.40306395292282104,False
121,c,0.641078770160675,True
122,a,0.8647120594978333,True
122,b,0.8294916152954102,True
122,c,0.5338664054870605,False
123,a,0.7356062531471252,True
123,b,0.8004321455955505,True
123,c,0.5734960436820984,False
124,a,0.8457868695259094,True
124,b,0.8340890407562256,True
124,c,0.6663923859596252,True
125,a,0.8497662544250488,True
125,b,0.827572226524353,True
125,c,0.4998627007007599,False
126,a,0.851061224937439,True
126,b,0.8314148783683777,True
126,c,0.5622396469116211,False
127,a,0.8361055254936218,True
127,b,0.827579140663147,True
127,c,0.5560755133628845,False
128,a,0.8489066958427429,True
128,b,0.8229936361312866,True
128,c,0.6363391280174255,True
129,a,0.8179212808609009,True
129,b,0.43594175577163696,False
129,c,0.7779299020767212,True
130,a,0.8179885745048523,True
130,b,0.4322177469730377,False
130,c,0.6056657433509827,True
131,a,0.7559025883674622,True
131,b,0.683781087398529,True
131,c,0.5898423790931702,False
132,a,0.8527807593345642,True
132,b,0.8283290266990662,True
132,c,0.6069002151489258,True
133,a,0.7312670350074768,True
133,b,0.823179304599762,True
133,c,0.5832480192184448,False
134,a,0.8153560757637024,True
134,b,0.8215176463127136,True
134,c,0.5654098987579346,False
135,a,0.8244060277938843,True
135,b,0.8427903652191162,True
135,c,0.5488384366035461,False
136,a,0.7882974743843079,True
136,b,0.4898199141025543,False
136,c,0.7415318489074707,True
137,a,0.8302444219589233,True
137,b,0.7082586884498596,True
137,c,0.6031185984611511,True
138,a,0.8408253192901611,True
138,b,0.8060961365699768,True
138,c,0.6908193826675415,True
139,a,0.8152363300323486,True
139,b,0.44400113821029663,False
139,c,0.5327567458152771,False
140,a,0.7876174449920654,True
140,b,0.7744475603103638,True
140,c,0.7699627876281738,True
141,a,0.7423018217086792,True
141,b,0.7608143091201782,True
141,c,0.7685354351997375,True
142,a,0.841562032699585,True
142,b,0.8243874311447144,True
142,c,0.5803154110908508,False
143,a,0.7971256375312805,True
143,b,0.6763532161712646,True
143,c,0.7920007705688477,True
144,a,0.8041105270385742,True
144,b,0.6902401447296143,True
144,c,0.7198526859283447,True
145,a,0.8557113409042358,True
145,b,0.41990017890930176,False
145,c,0.6875553131103516,True
146,a,0.7811065912246704,True
146,b,0.8124473094940186,True
146,c,0.6291749477386475,True
147,a,0.8307396173477173,True
147,b,0.4408859610557556,False
147,c,0.6617912650108337,True
148,a,0.8322843909263611,True
148,b,0.6783319711685181,True
148,c,0.699019193649292,True
149,a,0.8376678824424744,True
149,b,0.41930800676345825,False
149,c,0.6105217337608337,True
150,a,0.8028959035873413,True
150,b,0.8097357749938965,True
150,c,0.6600685119628906,True
151,a,0.8008300065994263,True
151,b,0.7463116645812988,True
151,c,0.7266765832901001,True
152,a,0.8309523463249207,True
152,b,0.43165865540504456,False
152,c,0.6674378514289856,True
153,a,0.7241315841674805,True
153,b,0.7827193737030029,True
153,c,0.8318029642105103,True
154,a,0.8148620128631592,True
154,b,0.7942350506782532,True
154,c,0.5962711572647095,False
155,a,0.8303603529930115,True
155,b,0.6619383692741394,True
155,c,0.5084162950515747,False
156,a,0.7772892713546753,True
156,b,0.743871808052063,True
156,c,0.569633960723877,False
157,a,0.8490568399429321,True
157,b,0.8216455578804016,True
157,c,0.7551181316375732,True
158,a,0.829728364944458,True
158,b,0.8120118975639343,True
158,c,0.5908200144767761,False
159,a,0.7799786925315857,True
159,b,0.5310631394386292,False
159,c,0.7865919470787048,True
160,a,0.8129767179489136,True
160,b,0.5345890522003174,False
160,c,0.7078044414520264,True
161,a,0.8389655947685242,True
161,b,0.4398764669895172,False
161,c,0.6419076919555664,True
162,a,0.7950570583343506,True
162,b,0.7406154870986938,True
162,c,0.797709047794342,True
163,a,0.8214007019996643,True
163,b,0.8257040977478027,True
163,c,0.7502803802490234,True
164,a,0.8368250131607056,True
164,b,0.42829349637031555,False
164,c,0.5407692790031433,False
165,a,0.735670268535614,True
165,b,0.8248401880264282,True
165,c,0.5478609800338745,False
166,a,0.8410287499427795,True
166,b,0.4175482988357544,False
166,c,0.5792826414108276,False
167,a,0.817793607711792,True
167,b,0.8022733926773071,True
167,c,0.6639343500137329,True
168,a,0.8083540201187134,True
168,b,0.8264849185943604,True
168,c,0.6574856042861938,True
169,a,0.7713350653648376,True
169,b,0.41898053884506226,False
169,c,0.7915281057357788,True
170,a,0.7853534817695618,True
170,b,0.8202721476554871,True
170,c,0.635531485080719,True
171,a,0.8321002721786499,True
171,b,0.8202054500579834,True
171,c,0.6456992030143738,True
172,a,0.8130308389663696,True
172,b,0.7097502946853638,True
172,c,0.7249372005462646,True
173,a,0.8215649724006653,True
173,b,0.4221671223640442,False
173,c,0.5394119024276733,False
174,a,0.8128923177719116,True
174,b,0.8094662427902222,True
174,c,0.5765690207481384,False
175,a,0.8431679606437683,True
175,b,0.5609512329101562,False
175,c,0.4941043257713318,False
176,a,0.8277884721755981,True
176,b,0.8132911920547485,True
176,c,0.6501597166061401,True
177,a,0.801243007183075,True
177,b,0.7950164079666138,True
177,c,0.579740047454834,False
178,a,0.8305409550666809,True
178,b,0.819145917892456,True
178,c,0.6508853435516357,True
179,a,0.8187896609306335,True
179,b,0.824765682220459,True
179,c,0.6168193221092224,True
180,a,0.8355134129524231,True
180,b,0.7887877821922302,True
180,c,0.5652446150779724,False
181,a,0.7789197564125061,True
181,b,0.6860673427581787,True
181,c,0.8076268434524536,True
182,a,0.8278859257698059,True
182,b,0.8374398946762085,True
182,c,0.5994068384170532,False
183,a,0.7443520426750183,True
183,b,0.3813898265361786,False
183,c,0.7929102182388306,True
184,a,0.8379883170127869,True
184,b,0.4186813533306122,False
184,c,0.5194641947746277,False
185,a,0.8113580942153931,True
185,b,0.8096418976783752,True
185,c,0.5881052613258362,False
186,a,0.8556835651397705,True
186,b,0.8321114778518677,True
186,c,0.36192482709884644,False
187,a,0.8220615386962891,True
187,b,0.8155374526977539,True
187,c,0.588430643081665,False
188,a,0.7819094657897949,True
188,b,0.8295134902000427,True
188,c,0.5884726643562317,False
189,a,0.800606369972229,True
189,b,0.4579327404499054,False
189,c,0.7994046807289124,True
190,a,0.7895908355712891,True
190,b,0.8176053762435913,True
190,c,0.5836567282676697,False
191,a,0.7211667895317078,True
191,b,0.7946339845657349,True
191,c,0.5776665806770325,False
192,a,0.8341078758239746,True
192,b,0.8316346406936646,True
192,c,0.5770375728607178,False
193,a,0.8409110307693481,True
193,b,0.6697540879249573,True
193,c,0.5850441455841064,False
194,a,0.8269926309585571,True
194,b,0.5540375709533691,False
194,c,0.7394906282424927,True
195,a,0.8316657543182373,True
195,b,0.8158630728721619,True
195,c,0.5952014923095703,False
196,a,0.8479393720626831,True
196,b,0.42709553241729736,False
196,c,0.5170603394508362,False
197,a,0.8242112398147583,True
197,b,0.8153797388076782,True
197,c,0.5995696187019348,False
198,a,0.8115206360816956,True
198,b,0.8171273469924927,True
198,c,0.606924295425415,True
199,a,0.8249378204345703,True
199,b,0.8112396001815796,True
199,c,0.5795915126800537,False
200,a,0.7392817735671997,True
200,b,0.7464497685432434,True
200,c,0.6027899384498596,True
201,a,0.8274533152580261,True
201,b,0.4666079580783844,False
201,c,0.8274950981140137,True
202,a,0.8525486588478088,True
202,b,0.8386057019233704,True
202,c,0.48771801590919495,False
203,a,0.8233948349952698,True
203,b,0.45292845368385315,False
203,c,0.5833653211593628,False
204,a,0.8287360072135925,True
204,b,0.8265634775161743,True
204,c,0.5234130024909973,False
205,a,0.8333775401115417,True
205,b,0.43460410833358765,False
205,c,0.6096476316452026,True
206,a,0.8296337723731995,True
206,b,0.8036844730377197,True
206,c,0.6106081008911133,True
207,a,0.8352285027503967,True
207,b,0.8028922080993652,True
207,c,0.6216198801994324,True
208,a,0.7980690002441406,True
208,b,0.6239889860153198,True
208,c,0.6293140649795532,True
209,a,0.8222399353981018,True
209,b,0.826153576374054,True
209,c,0.5675296783447266,False
210,a,0.7511404156684875,True
210,b,0.8129609823226929,True
210,c,0.5757137537002563,False
211,a,0.8153430223464966,True
211,b,0.8059051632881165,True
211,c,0.721434473991394,True
212,a,0.8294479250907898,True
212,b,0.8324500918388367,True
212,c,0.6419313549995422,True
213,a,0.729310154914856,True
213,b,0.42552316188812256,False
213,c,0.7986612915992737,True
214,a,0.7869912385940552,True
214,b,0.8270126581192017,True
214,c,0.8443787693977356,True
215,a,0.789393961429596,True
215,b,0.8112562298774719,True
215,c,0.5655952095985413,False
216,a,0.7843912243843079,True
216,b,0.6986613273620605,True
216,c,0.6977627277374268,True
217,a,0.7912549376487732,True
217,b,0.8296239972114563,True
217,c,0.7829746007919312,True
218,a,0.8064408302307129,True
218,b,0.8160603046417236,True
218,c,0.840394139289856,True
219,a,0.7630741596221924,True
219,b,0.43914493918418884,False
219,c,0.725663959980011,True
220,a,0.7862333059310913,True
220,b,0.7411881685256958,True
220,c,0.7193486094474792,True
221,a,0.82462477684021,True
221,b,0.6794209480285645,True
221,c,0.6423118114471436,True
222,a,0.8536389470100403,True
222,b,0.8243236541748047,True
222,c,0.8356088399887085,True
223,a,0.8569006323814392,True
223,b,0.8302116990089417,True
223,c,0.7066946625709534,True
224,a,0.830342173576355,True
224,b,0.8390648365020752,True
224,c,0.6606101393699646,True
225,a,0.8159013390541077,True
225,b,0.7197753190994263,True
225,c,0.5677850246429443,False
226,a,0.8223965167999268,True
226,b,0.4417914152145386,False
226,c,0.5924873352050781,False
227,a,0.8545805215835571,True
227,b,0.8530313968658447,True
227,c,0.5366126298904419,False
228,a,0.808967113494873,True
228,b,0.678336501121521,True
228,c,0.7930631637573242,True
229,a,0.814192533493042,True
229,b,0.803273618221283,True
229,c,0.5355077385902405,False
230,a,0.8470889925956726,True
230,b,0.6927124857902527,True
230,c,0.7852967977523804,True
231,a,0.833075225353241,True
231,b,0.8185315728187561,True
231,c,0.5587332248687744,False
232,a,0.8447582125663757,True
232,b,0.8146786689758301,True
232,c,0.6390094757080078,True
233,a,0.8053634762763977,True
233,b,0.8291475176811218,True
233,c,0.5856745839118958,False
234,a,0.7755558490753174,True
234,b,0.6859807968139648,True
234,c,0.7411366701126099,True
235,a,0.7898181676864624,True
235,b,0.430744469165802,False
235,c,0.6363098621368408,True
236,a,0.8164479732513428,True
236,b,0.8141355514526367,True
236,c,0.5830556154251099,False
237,a,0.795900821685791,True
237,b,0.8183573484420776,True
237,c,0.5791907906532288,False
238,a,0.7694732546806335,True
238,b,0.8106440901756287,True
238,c,0.7047815322875977,True
239,a,0.8012828826904297,True
239,b,0.6740220785140991,True
239,c,0.4930127263069153,False
240,a,0.8330107927322388,True
240,b,0.4720174968242645,False
240,c,0.8360801935195923,True
241,a,0.742393970489502,True
241,b,0.47385749220848083,False
241,c,0.650748610496521,True
242,a,0.7636306881904602,True
242,b,0.8298178315162659,True
242,c,0.581865131855011,False
243,a,0.8515140414237976,True
243,b,0.6899658441543579,True
243,c,0.6031484007835388,True
244,a,0.82888263463974,True
244,b,0.8002081513404846,True
244,c,0.8184359669685364,True
245,a,0.8205907940864563,True
245,b,0.555873453617096,False
245,c,0.7537139654159546,True
246,a,0.7982856035232544,True
246,b,0.4203866422176361,False
246,c,0.6112682819366455,True
247,a,0.8219196200370789,True
247,b,0.4290143549442291,False
247,c,0.6008971929550171,True
248,a,0.8494403958320618,True
248,b,0.4241396188735962,False
248,c,0.5077469348907471,False
249,a,0.8148860335350037,True
249,b,0.8207148909568787,True
249,c,0.5908999443054199,False
250,a,0.8077576756477356,True
250,b,0.8394364714622498,True
250,c,0.6537766456604004,True
251,a,0.7770243287086487,True
251,b,0.43501389026641846,False
251,c,0.6877437829971313,True
252,a,0.7557516098022461,True
252,b,0.798094630241394,True
252,c,0.7711578607559204,True
253,a,0.7681208252906799,True
253,b,0.8128145933151245,True
253,c,0.8400247097015381,True
254,a,0.7990930676460266,True
254,b,0.4573356807231903,False
254,c,0.5960822105407715,False
255,a,0.8451676368713379,True
255,b,0.8251355290412903,True
255,c,0.5936567187309265,False
256,a,0.8128156065940857,True
256,b,0.8285201787948608,True
256,c,0.6357486248016357,True
257,a,0.8096778988838196,True
257,b,0.8180684447288513,True
257,c,0.6249210834503174,True
258,a,0.8153896331787109,True
258,b,0.6644275188446045,True
258,c,0.8265889286994934,True
259,a,0.8163382411003113,True
259,b,0.5206498503684998,False
259,c,0.8179882168769836,True
260,a,0.8037674427032471,True
260,b,0.6946325898170471,True
260,c,0.5698800683021545,False
261,a,0.7990670204162598,True
261,b,0.8353896141052246,True
261,c,0.8431327939033508,True
262,a,0.7555350065231323,True
262,b,0.3837312161922455,False
262,c,0.7863478660583496,True
263,a,0.803047776222229,True
263,b,0.8312597870826721,True
263,c,0.5870786905288696,False
264,a,0.8016398549079895,True
264,b,0.5950106382369995,False
264,c,0.6536198258399963,True
265,a,0.7858225703239441,True
265,b,0.6925979852676392,True
265,c,0.6495524644851685,True
266,a,0.8256415724754333,True
266,b,0.4302929639816284,False
266,c,0.5655133128166199,False
267,a,0.8183506727218628,True
267,b,0.7817338109016418,True
267,c,0.8250311017036438,True
268,a,0.7657465934753418,True
268,b,0.39934462308883667,False
268,c,0.8014370799064636,True
269,a,0.8508546352386475,True
269,b,0.6735166311264038,True
269,c,0.8371231555938721,True
270,a,0.8304096460342407,True
270,b,0.7023484110832214,True
270,c,0.762378454208374,True
271,a,0.8284837007522583,True
271,b,0.44023701548576355,False
271,c,0.6608729958534241,True
272,a,0.7839797735214233,True
272,b,0.7089444398880005,True
272,c,0.5799078941345215,False
273,a,0.7886459231376648,True
273,b,0.44659411907196045,False
273,c,0.6874991059303284,True
274,a,0.7804880738258362,True
274,b,0.8301185965538025,True
274,c,0.6313661932945251,True
275,a,0.7960901856422424,True
275,b,0.7020848393440247,True
275,c,0.589784562587738,False
276,a,0.8191097378730774,True
276,b,0.420412540435791,False
276,c,0.6388157606124878,True
277,a,0.8251065015792847,True
277,b,0.8153064250946045,True
277,c,0.6799776554107666,True
278,a,0.792945146560669,True
278,b,0.7142048478126526,True
278,c,0.6184465289115906,True
279,a,0.7850276231765747,True
279,b,0.7955584526062012,True
279,c,0.6245889067649841,True
280,a,0.7836934924125671,True
280,b,0.7626779675483704,True
280,c,0.8219792246818542,True
281,a,0.844871997833252,True
281,b,0.4192003607749939,False
281,c,0.6751856803894043,True
282,a,0.819884181022644,True
282,b,0.8432928919792175,True
282,c,0.7914136052131653,True
283,a,0.744011640548706,True
283,b,0.704269528388977,True
283,c,0.5096096396446228,False
284,a,0.8292812705039978,True
284,b,0.8282780647277832,True
284,c,0.5535557866096497,False
285,a,0.726357102394104,True
285,b,0.447114497423172,False
285,c,0.8424138426780701,True
286,a,0.8302740454673767,True
286,b,0.8612646460533142,True
286,c,0.4233541488647461,False
287,a,0.8263553977012634,True
287,b,0.8203245401382446,True
287,c,0.5467350482940674,False
288,a,0.8479632139205933,True
288,b,0.8174444437026978,True
288,c,0.5998398065567017,False
289,a,0.8374335169792175,True
289,b,0.45486488938331604,False
289,c,0.5792973041534424,False
290,a,0.7689039707183838,True
290,b,0.4144403338432312,False
290,c,0.6452552676200867,True
291,a,0.8625345230102539,True
291,b,0.8286219835281372,True
291,c,0.5241445899009705,False
292,a,0.8060156106948853,True
292,b,0.42424196004867554,False
292,c,0.7278633713722229,True
293,a,0.8325467705726624,True
293,b,0.6106943488121033,True
293,c,0.521666407585144,False
294,a,0.8053828477859497,True
294,b,0.8087234497070312,True
294,c,0.5454699397087097,False
295,a,0.8015416264533997,True
295,b,0.6836942434310913,True
295,c,0.603604793548584,True
296,a,0.8050692081451416,True
296,b,0.3907502591609955,False
296,c,0.6069439053535461,True
297,a,0.7835904359817505,True
297,b,0.7696919441223145,True
297,c,0.7240416407585144,True
298,a,0.8604663610458374,True
298,b,0.42709362506866455,False
298,c,0.613039493560791,True
299,a,0.8446477651596069,True
299,b,0.6836157441139221,True
299,c,0.8531504273414612,True
300,a,0.7770909667015076,True
300,b,0.8321019411087036,True
300,c,0.8480225801467896,True
301,a,0.8169776201248169,True
301,b,0.8018467426300049,True
301,c,0.6637853384017944,True
302,a,0.8385888338088989,True
302,b,0.827666163444519,True
302,c,0.6394733786582947,True
303,a,0.8282780647277832,True
303,b,0.4118568003177643,False
303,c,0.8294263482093811,True
304,a,0.8273494243621826,True
304,b,0.8207603096961975,True
304,c,0.6166562438011169,True
305,a,0.8090024590492249,True
305,b,0.45026546716690063,False
305,c,0.5622020959854126,False
306,a,0.8454633951187134,True
306,b,0.6847089529037476,True
306,c,0.8337180614471436,True
307,a,0.7502937316894531,True
307,b,0.7761924862861633,True
307,c,0.7683581113815308,True
308,a,0.822655439376831,True
308,b,0.6847823262214661,True
308,c,0.7038068771362305,True
309,a,0.8163824677467346,True
309,b,0.4415837526321411,False
309,c,0.5918179750442505,False
310,a,0.750718355178833,True
310,b,0.7644547820091248,True
310,c,0.7349682450294495,True
311,a,0.7974836826324463,True
311,b,0.8167566061019897,True
311,c,0.5055577754974365,False
312,a,0.796154260635376,True
312,b,0.8290671110153198,True
